videoID,start,end,notes,Empathy stage,Initial,Gender,neutral segment,isPrimarySpeaker,Category,Empathetic voice (does the voice sound empathetic?),Empathetic text (does what the speaker is saying seem to be empathetic?),Voice/Text Initial,Empathetic voice (2nd round),Empathetic text (2nd round),Voice/Text Initial (2nd round),Empathetic Voice 3,Empathetic Text 3,Third Annotator Initials where needed,Useful 4 Pres.,Notes on empathy stage,transcript,transcript_start,transcript_end
7PV9Yp34awQ,1:28,1:34,reframing patient's statements,3,TC,F,0:27-0:48,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,time so what I hear you saying is that you're feeling really stressed and kind of stretched out too thin I am stretched this therapy session will demonstrate the theory and technique of the Rogerian person-centered therapist while watching the roleplay pay attention to the instances in which the therapist uses the following person-centered strategies congruence genuineness empathy and unconditional positive regard also notice how the therapist creates the environment in a way which exemplifies the core themes of person-centered therapy like trust in the client's ability to move forward in a constructive manner the emphasis on the therapist client relationship the non-directive nature of the dialogue and the strive for self-actualization let us go now to the role play our clients Victoria is a 16 year old female referred to therapy by her mother when making the initial appointment Victoria's mother stated that Victoria's grades are slipping and that Victoria is not taking her future seriously like she should be what you will see today is Victoria's third therapy session I'm feeling very stressed out lately a lot of tension couldn't tell me more about that I just feel like nothing I do is good enough I work really hard I try really hard but I'm still having a really hard time so what I hear you saying is that you're feeling really stressed and kind of stretched out too thin I am stretched,8.21,97.409
7PV9Yp34awQ,1:45,1:48,"asking questions, trying to understand other person's feelings",2,TC,F,0:48-1:10,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,friend's parents support them and what do you wish things would be like I like this therapy session will demonstrate the theory and technique of the Rogerian person-centered therapist while watching the roleplay pay attention to the instances in which the therapist uses the following person-centered strategies congruence genuineness empathy and unconditional positive regard also notice how the therapist creates the environment in a way which exemplifies the core themes of person-centered therapy like trust in the client's ability to move forward in a constructive manner the emphasis on the therapist client relationship the non-directive nature of the dialogue and the strive for self-actualization let us go now to the role play our clients Victoria is a 16 year old female referred to therapy by her mother when making the initial appointment Victoria's mother stated that Victoria's grades are slipping and that Victoria is not taking her future seriously like she should be what you will see today is Victoria's third therapy session I'm feeling very stressed out lately a lot of tension couldn't tell me more about that I just feel like nothing I do is good enough I work really hard I try really hard but I'm still having a really hard time so what I hear you saying is that you're feeling really stressed and kind of stretched out too thin I am stretched too thin I'm trying so hard but I can't live up to my dad's expectations I really love him but it doesn't feel right or what it should be like my friend's parents support them and what do you wish things would be like I like,8.21,111.179
7PV9Yp34awQ,2:06,2:18,"reframing, with follow-up question at the end",3,TC,F,8:13-8:28,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,want to make him happy that sounds exhausting so it sounds like you're feeling this contradiction of pleasing your dad and meeting his expectations but you also want to enjoy yourself and be young is that right yeah this therapy session will demonstrate the theory and technique of the Rogerian person-centered therapist while watching the roleplay pay attention to the instances in which the therapist uses the following person-centered strategies congruence genuineness empathy and unconditional positive regard also notice how the therapist creates the environment in a way which exemplifies the core themes of person-centered therapy like trust in the client's ability to move forward in a constructive manner the emphasis on the therapist client relationship the non-directive nature of the dialogue and the strive for self-actualization let us go now to the role play our clients Victoria is a 16 year old female referred to therapy by her mother when making the initial appointment Victoria's mother stated that Victoria's grades are slipping and that Victoria is not taking her future seriously like she should be what you will see today is Victoria's third therapy session I'm feeling very stressed out lately a lot of tension couldn't tell me more about that I just feel like nothing I do is good enough I work really hard I try really hard but I'm still having a really hard time so what I hear you saying is that you're feeling really stressed and kind of stretched out too thin I am stretched too thin I'm trying so hard but I can't live up to my dad's expectations I really love him but it doesn't feel right or what it should be like my friend's parents support them and what do you wish things would be like I like to have more free time I have lots of friends and they get to relax and hang out after school and I don't get to do any of those things I like to do that or spend time with my boyfriend my dad has always pushed sports if it's not volleyball it's another sport and I just want to make him happy that sounds exhausting so it sounds like you're feeling this contradiction of pleasing your dad and meeting his expectations but you also want to enjoy yourself and be young is that right yeah,8.21,141.14
7PV9Yp34awQ,6:01,6:06,rephrasing experience with professional knowledge to help addressing issues,"3,4",TC,F,8:28-8:42,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,and so you sort of feel this I want my dad to like me for who I am yeah I'm not this therapy session will demonstrate the theory and technique of the Rogerian person-centered therapist while watching the roleplay pay attention to the instances in which the therapist uses the following person-centered strategies congruence genuineness empathy and unconditional positive regard also notice how the therapist creates the environment in a way which exemplifies the core themes of person-centered therapy like trust in the client's ability to move forward in a constructive manner the emphasis on the therapist client relationship the non-directive nature of the dialogue and the strive for self-actualization let us go now to the role play our clients Victoria is a 16 year old female referred to therapy by her mother when making the initial appointment Victoria's mother stated that Victoria's grades are slipping and that Victoria is not taking her future seriously like she should be what you will see today is Victoria's third therapy session I'm feeling very stressed out lately a lot of tension couldn't tell me more about that I just feel like nothing I do is good enough I work really hard I try really hard but I'm still having a really hard time so what I hear you saying is that you're feeling really stressed and kind of stretched out too thin I am stretched too thin I'm trying so hard but I can't live up to my dad's expectations I really love him but it doesn't feel right or what it should be like my friend's parents support them and what do you wish things would be like I like to have more free time I have lots of friends and they get to relax and hang out after school and I don't get to do any of those things I like to do that or spend time with my boyfriend my dad has always pushed sports if it's not volleyball it's another sport and I just want to make him happy that sounds exhausting so it sounds like you're feeling this contradiction of pleasing your dad and meeting his expectations but you also want to enjoy yourself and be young is that right yeah so that must be really frightening to be so confused about your dad's expectations and I also imagine you feel pretty frustrated with them yeah I am frustrated with them if I don't please him it makes me feel like I'm not good enough what do you think your dad wants you to be like well he wants me to be in really good shape make the best of grades graduate with honors so I can get into a really great school and I know he just wants the best for me and I want to make him happy I can really hear you really love your that don't you yeah which is why not living up to his standards is so hard and so it's this feeling that only a part of you is acceptable and that doesn't leave much room for you to be human does it no it's like he wants me to be perfect perfect like those women in the magazines yeah and if his love for you is based on picture what's the good at that you're right it is no good I can't ever be good enough for him I can't ever live up to his expectations and we have this college visit coming up I feel like college is too far away is too far to the future I feel like it's too much pressure and I'm not even sure if that's where I want to go to school I could visit at any point but it's this weekend my boyfriend was going to take me to a concert that all my friends are going to I want to enjoy my life not worry about the future my dad said we had to go now even though he knows about the concert this weekend what should I do it's not where I want to go anyway but I can't tell my dad I could never tell him that's not where I want to go I want to be a kid I want to enjoy my life I just don't think it's fair why do I always have to live up to what he wants me to do what should I do should I tell my dad I don't want to go so this is the conflict it's really hard for me because I want to give you an answer and I really wish that I could give you the answer you want I really mean that but that's why I'm going to therapy I thought you were supposed to tell me what to do well I don't mean to be evasive about this but I just I want to know what do you think you should do in this situation I don't know why can't I just be like a normal person and tell him I don't want to go why do I tell him things I really don't mean and so I catch that the real deep puzzle is you feel this what should I do sometimes it's sad for me to notice how hard you are on yourself about yourself and I really appreciate you sharing this with me well yeah I'm hard on myself because I need to be but I hate how I always have to live up to such high standards and so the thing that comes to mind is me asking what do you wish I would say to you I wish you would tell me what to do I feel like there's a part of me that really wants to please my dad but in order to please him I don't feel like I can be myself there's just a part of me that feels lost and unsure of myself yeah I really hear that and to me at the same time you don't sound too uncertain oh really yeah judging by the tone your voice it sounds like the thought of doing what your dad wants you to do is more uncomfortable than it is for you to actually tell him how you feel I just wish you would listen that he wanted to know how I feel he just wants me to be the perfect daughter but he doesn't even know the real me and so you sort of feel this I want my dad to like me for who I am yeah I'm not,8.21,369.919
7PV9Yp34awQ,7:56,8:08,providing new insights,4,TC,F,,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,else does so it's quite clear that the problem isn't just with your dad or your relationship with him but it's also at you as well and in this question of how can I accept myself the goal of this therapy session will demonstrate the theory and technique of the Rogerian person-centered therapist while watching the roleplay pay attention to the instances in which the therapist uses the following person-centered strategies congruence genuineness empathy and unconditional positive regard also notice how the therapist creates the environment in a way which exemplifies the core themes of person-centered therapy like trust in the client's ability to move forward in a constructive manner the emphasis on the therapist client relationship the non-directive nature of the dialogue and the strive for self-actualization let us go now to the role play our clients Victoria is a 16 year old female referred to therapy by her mother when making the initial appointment Victoria's mother stated that Victoria's grades are slipping and that Victoria is not taking her future seriously like she should be what you will see today is Victoria's third therapy session I'm feeling very stressed out lately a lot of tension couldn't tell me more about that I just feel like nothing I do is good enough I work really hard I try really hard but I'm still having a really hard time so what I hear you saying is that you're feeling really stressed and kind of stretched out too thin I am stretched too thin I'm trying so hard but I can't live up to my dad's expectations I really love him but it doesn't feel right or what it should be like my friend's parents support them and what do you wish things would be like I like to have more free time I have lots of friends and they get to relax and hang out after school and I don't get to do any of those things I like to do that or spend time with my boyfriend my dad has always pushed sports if it's not volleyball it's another sport and I just want to make him happy that sounds exhausting so it sounds like you're feeling this contradiction of pleasing your dad and meeting his expectations but you also want to enjoy yourself and be young is that right yeah so that must be really frightening to be so confused about your dad's expectations and I also imagine you feel pretty frustrated with them yeah I am frustrated with them if I don't please him it makes me feel like I'm not good enough what do you think your dad wants you to be like well he wants me to be in really good shape make the best of grades graduate with honors so I can get into a really great school and I know he just wants the best for me and I want to make him happy I can really hear you really love your that don't you yeah which is why not living up to his standards is so hard and so it's this feeling that only a part of you is acceptable and that doesn't leave much room for you to be human does it no it's like he wants me to be perfect perfect like those women in the magazines yeah and if his love for you is based on picture what's the good at that you're right it is no good I can't ever be good enough for him I can't ever live up to his expectations and we have this college visit coming up I feel like college is too far away is too far to the future I feel like it's too much pressure and I'm not even sure if that's where I want to go to school I could visit at any point but it's this weekend my boyfriend was going to take me to a concert that all my friends are going to I want to enjoy my life not worry about the future my dad said we had to go now even though he knows about the concert this weekend what should I do it's not where I want to go anyway but I can't tell my dad I could never tell him that's not where I want to go I want to be a kid I want to enjoy my life I just don't think it's fair why do I always have to live up to what he wants me to do what should I do should I tell my dad I don't want to go so this is the conflict it's really hard for me because I want to give you an answer and I really wish that I could give you the answer you want I really mean that but that's why I'm going to therapy I thought you were supposed to tell me what to do well I don't mean to be evasive about this but I just I want to know what do you think you should do in this situation I don't know why can't I just be like a normal person and tell him I don't want to go why do I tell him things I really don't mean and so I catch that the real deep puzzle is you feel this what should I do sometimes it's sad for me to notice how hard you are on yourself about yourself and I really appreciate you sharing this with me well yeah I'm hard on myself because I need to be but I hate how I always have to live up to such high standards and so the thing that comes to mind is me asking what do you wish I would say to you I wish you would tell me what to do I feel like there's a part of me that really wants to please my dad but in order to please him I don't feel like I can be myself there's just a part of me that feels lost and unsure of myself yeah I really hear that and to me at the same time you don't sound too uncertain oh really yeah judging by the tone your voice it sounds like the thought of doing what your dad wants you to do is more uncomfortable than it is for you to actually tell him how you feel I just wish you would listen that he wanted to know how I feel he just wants me to be the perfect daughter but he doesn't even know the real me and so you sort of feel this I want my dad to like me for who I am yeah I'm not the straight a size zero perfect girl and I can never be good enough I can never be smart enough or skinny enough and when I think I'm hearing you say is that you'd like to feel accepted for your dad yeah that's what I want how can I do that do you think I should say something to him well I feel like this is a really private thing that I couldn't answer for you but I'll definitely try to help you come to your own answer it doesn't matter how much I want him to accept me you wouldn't like the real me I could never live up to his expectations the thought of even saying anything is terrifying because I know he would be so disappointed would it even be worth it to say something to him I'm really not sure it's an awfully risky thing to live and you'd be taking a chance with your relationship with him and you'd also be taking a chance with yourself yeah it really is risky I'm never in control of anything sometimes I feel like the only thing I have control over is that sounds really upsetting I think what I'm hearing you say is that by controlling food is the only way that you feel it you can make a choice for yourself even just talking about it right now is making me really tense because it's making me think of everything I ate today counting the calories is one of the only things that makes me feel better because it's something I can control so you're feeling anxious at the moment and like your only relief is in controlling what you eat I guess that's the only thing my dad can't control that it's just mine I don't think that's right I wish I didn't have to be so hard on myself and I could eat like everybody else does so it's quite clear that the problem isn't just with your dad or your relationship with him but it's also at you as well and in this question of how can I accept myself the goal of,8.21,497.14
tfWC9IsoGyQ,0:26,0:35,asking question while resonating the other's experience through observations,"2,3",TC,M,0:35-0:55,TRUE,empathetic,,x,DT,,x,AL,,x,EL,,,somebody walks into the office and says hey your numbers are down for the third quarter in a row we've had this conversation before are you okay what's going on i'm worried about you,25.76,36.559
vjSenw6PgrM,0:12,0:15,,"1,2,3",TC,F,0:03-0:06,TRUE,empathetic,not sure,?,DT,,,AL,,,AJ,,,okay okay thanks let's see so you're,11.21,17.01
vjSenw6PgrM,0:19,0:26,,"1,2",TC,F,0:03-0:06,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,return I need a replacement that's fine I can help you here I'm sorry to hear you had a problem we'll take care of it right away can you tell me what happened,17.01,27.57
vjSenw6PgrM,0:40,0:44,rephrasing in the form of questions,3,TC,F,0:03-0:06,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,them to a solution so the steering didn't feel quite right but you were still able to control the car well just,38.489,46.739
vjSenw6PgrM,1:03,1:09,,4,TC,F,0:03-0:06,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,told me that your lot would be closed yes I'm sorry about that we weren't expecting you back before the lot reopened but it would have been good to mention it just in case no kidding,60.66,72.93
vjSenw6PgrM,1:11,1:15,,4,TC,F,0:03-0:06,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,well let me see what I can do cuz I'm sure we can make this right for you,70.83,79.02
PeuPLVlhAiM,1:20,1:24,asking questions to gain more info about situation,2,TC,F,0:30-0:37,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,"so what am I supposed to do? How does it feel 
 when your mom gets angry like that? I mean,",78.78,84.24
PeuPLVlhAiM,1:34,1:39,paraphrasing other speaker,"3,4",TC,F,0:30-0:37,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,"her to really get a say in my life. So, you're 
 feeling annoyed that she's getting so mad when she isn't even around to see. Yeah, I mean, she's 
 she's got this new relationship with Tom. So on,",91.74,108.9
PeuPLVlhAiM,3:45,3:54,paraphrasing and proposing solutions,"3,4",TC,F,0:30-0:37,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,"You care about your mom, and you want her to 
 be happy, and you want her to have a life, but at the same time you hope that you could 
 be a part of that life. Yeah, and I mean,",221.34,236.79
PeuPLVlhAiM,4:42,4:44,paraphrasing,3,TC,F,0:30-0:37,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,"life that it's like I don't even matter to him. 
 So you feel pretty disconnected from him? Yeah,",276.39,285.39
PeuPLVlhAiM,5:29,5:36,"paraphrasing, providing new insights","3,4",TC,F,0:30-0:37,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,"I don't think that he should have just written me 
 off. I can hear some sadness about about your dad not being able to prioritize all of his children. 
 Yeah, it does make me sad sometimes ,you know. I",323.03,339.95
kOZWxisLm5s,0:23,0:26,failed attempt at making the other person feel heard,3,TC,F,,TRUE,anti-empathetic,,x,DT,,x,AL,,x,EL,,,"and I really need
 him to graduate. Well, I understand what
 you're going through, and I--",21.7,26.27
kOZWxisLm5s,0:25,0:37,rejection of other person's attempt to establish resonance of feeling,,TC,F,,FALSE,anti-empathetic,,,DT,,,AL,,,EL,,,"Well, I understand what
 you're going through, and I-- Wait a minute. Wait a minute. It's no way that
 you can understand, because you're sitting on
 that side of the table. And is your son
 acting up in school? Are you trying to get your
 son to graduate from school? But Tina, everyone's got
 some stress in their life.",23.45,38.22
lMxXFufpHFc,0:06,0:12,asking questions to gain more info about situation,2,TC,F,,TRUE,empathetic,x,x,DT,x,x,AL,,x,EL,,,"[MUSIC PLAYING] So, Tina, I've heard that you've
 had several asthma attacks since the last time
 we saw each other. So tell me what's going on. Yeah, I have a lot of
 stress in my life right now.",0.962,15.68
lMxXFufpHFc,0:52,1:14,"apologizing, acknowledging other person's feelings",4,TC,F,,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,"my son, when I know you don't. You know what? You're right. I want to understand
 though, and that comment was just my way of
 showing you that I care about what's
 going on in your life. And I might not understand
 completely, you're right. But I do want to
 talk about it and see what is it that is triggering
 your asthma attack.",50.11,73.34
lMxXFufpHFc,1:23,1:30,,4,TC,F,,TRUE,empathetic,x,x,DT,x,x,AL,,x,EL,,,"understand what's
 actually happened. OK, well, I'm glad that we
 have this relationship where you feel like we can talk
 through our differences. OK.",82,91.2
W1RY_72O_LQ,0:01,0:15,lack of care,2,TC,F,,TRUE,anti-empathetic,,,DT,,x,AL,,x,EL,,,hi I'm Hannah I talked with you I knew the other day but I just wanted to touch base today you know about your softer situation I'm so I read your chart and I know tell that side are you still feeling depressed yeah a depressions and,0.949,20.119
W1RY_72O_LQ,0:23,0:30,condesending while rephrasing experience,3,TC,F,,TRUE,anti-empathetic,,,DT,,,AL,,,EL,,,I know you feel like depressed now but I felt depressed before and it will pass like you'll get over it it's it's not that big a deal,20.72,32.7
W1RY_72O_LQ,1:08,1:15,refusing to validate other person's feelings,4,TC,F,,TRUE,anti-empathetic,,,DT,,,AL,,,EL,,,depressed well um I was abused on I mean you're like - I looked in your chart and your life doesn't seem all that bad so this depression I think you can get over it um yeah let me like my notes,58.469,83.34
W1RY_72O_LQ,2:23,2:28,asking trivial questions that show lack of care,2,TC,F,,TRUE,anti-empathetic,,,DT,,,AL,,,EL,,,but so you those thoughts were saying who are you saying about those did you have that I forget oh no no okay okay,141.98,154.68
GQhw9teSyKc,0:29,0:35,"acknowledging other person's point of view, trying to build rapport",1,TC,M,0:17-0:21,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,you're always gone um you know I'm actually really glad that you said that I appreciate you being direct with me you're right I have missed a lot of work,27.7,39.309
GQhw9teSyKc,0:34,0:43,paraphrasing & acknowledging other person's POV,3,TC,M,0:17-0:21,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,I appreciate you being direct with me you're right I have missed a lot of work because of medical appointments apparently so much that I'm giving the impression that I'm not really getting work done around here and but most importantly if I'm not here it is increasing your burden and everybody else is burdened and it's also making it harder for you as a manager to run an efficient department and achieve our departments missions and so our effectiveness and our reputation are at risk if if staffing is it's not consistent and I realize that I'm contributing to that and I could see how that would make you feel angry or concerned or burdened and so I'm sorry to put you in that position,32.529,80.14
GQhw9teSyKc,0:43,1:00,paraphrasing & acknowledging other person's POV,3,TC,M,0:17-0:21,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,I appreciate you being direct with me you're right I have missed a lot of work because of medical appointments apparently so much that I'm giving the impression that I'm not really getting work done around here and but most importantly if I'm not here it is increasing your burden and everybody else is burdened and it's also making it harder for you as a manager to run an efficient department and achieve our departments missions and so our effectiveness and our reputation are at risk if if staffing is it's not consistent and I realize that I'm contributing to that and I could see how that would make you feel angry or concerned or burdened and so I'm sorry to put you in that position,32.529,80.14
GQhw9teSyKc,1:00,1:18,paraphrasing & acknowledging other person's POV,3,TC,M,0:17-0:21,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,I appreciate you being direct with me you're right I have missed a lot of work because of medical appointments apparently so much that I'm giving the impression that I'm not really getting work done around here and but most importantly if I'm not here it is increasing your burden and everybody else is burdened and it's also making it harder for you as a manager to run an efficient department and achieve our departments missions and so our effectiveness and our reputation are at risk if if staffing is it's not consistent and I realize that I'm contributing to that and I could see how that would make you feel angry or concerned or burdened and so I'm sorry to put you in that position,32.529,80.14
GQhw9teSyKc,1:36,2:04,,"3,4",TC,M,0:17-0:21,TRUE,empathetic,?,x,DT,x,x,AL,x,x,AJ,,,yeah well you know you the binders speak for themselves we do have a lot of work and I did hear you say the word very important and stressed several times give me that feedback so I you know I hear that I hear that that this is a really critical time and it's creating a lot of stress and I'm adding to that and again I I feel bad to put you and the others in that position I just want you to know that I recognize it and I'm gonna do my best to to support what we're doing as much as possible I think,92.549,126.189
GQhw9teSyKc,2:07,2:15,,4,TC,M,0:17-0:21,TRUE,empathetic,?,x,DT,,x,AL,x,x,AJ,,,to talk about this so yeah me too I'm really glad that we have the kind of relationship where we can talk about these things I would hate for you to feel this way and just keep it to yourself and have it eat you up,126.189,137.04
EaD3ka3KnfQ,0:03,0:18,framing a problem and acknowledging difficulties,3,DT,F,0:20-0:30,TRUE,empathetic,,x,DT,,x,AL,,x,EL,,,"Have you ever had to deal with a
 difficult boss? This can be a little bit hard when you're new to the job
 because what do you do? You could have a boss that is just not giving you enough
 direction or it could be the opposite is giving you too much and it's
 micromanaging you. Any which way you look at it, dealing with a difficult boss can
 be really sucky so how do you deal with",0.03,19.08
EaD3ka3KnfQ,0:36,0:56,"relating to the experience ""I know how hard it can be"", ""I remember when I used to""",3,DT,F,1:47-2:04,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,"share with you six tips on how to deal
 with a difficult boss at work. So you have a difficult boss and you need to
 deal with that person, I know how hard it can be, I remember when I used to work in
 organizations how tough it was when you had a real difficult boss but yet on the
 opposite side when you have a good one it makes life really easy but that
 difficult boss truly can make work, work and that's not what we want, we want to
 have fun, by the way I'm gonna let you",26.07,58.35
EaD3ka3KnfQ,1:11,1:42,"proposing solution, insights",4,DT,F,2:04-2:19,TRUE,empathetic,?,x,DT,x,x,AL,x,x,AJ,,,"and so I'm hoping this is really gonna
 help you so my number one tip that is really important when it comes to
 dealing with a difficult boss, well, that is, focus on your job. You know, you can't
 control what your boss is doing or how they're behaving, however you can always
 focus on your job and ensure that you're doing it to the letter, ensure that you're
 finishing through, following through and being very clear with what your rules
 and responsibilities are, that is really, really important because at least it
 ensures that you are up to snuff with your roles and responsibilities, in
 essence doing what you're getting paid to do, tip number two,
 sorry guys, as I said I've got my little",68.909,106.74
YODpttjfh2w,0:43,0:51,"relating, affirming, ""you're not alone""",3,DT,F,0:00-0:20,TRUE,empathetic,,x,DT,,x,AL,,x,EL,,music ,"weekly
 if you've ever called your mom after a long day of work and uttered these four
 words I hate my boss you're not alone hate is a strong word so let's say you
 dislike your boss a lot it's the worst",42.93,55.17
YODpttjfh2w,0:54,1:05,acknowledging pain and encouraging,3,DT,F,4:41-5:05,TRUE,empathetic,,x,DT,,x,AL,,x,EL,,music ,"hate is a strong word so let's say you
 dislike your boss a lot it's the worst to feel overwhelmed unhurt or taken
 advantage of at work having a bad boss can make you feel
 pretty stressed and hopeless but you don't need to throw in the towel just
 yet there are certain ways to get",50.219,65.61
YODpttjfh2w,1:57,2:21,"providing advice, proposing potential solution",4,DT,F,5:05-5:20,TRUE,empathetic,,x,DT,,x,AL,,x,EL,,music ,"certain projects and set up weekly
 meetings over your first 90 days always ask questions and always over
 communicate with a micromanager by allowing her a glimpse into the details
 of all the work you are doing you might avoid her impulse to get involved
 unnecessary if your boss won't stop micromanaging
 you it might be time to have a tougher conversation before speaking to your
 boss take a moment to put yourself into her shoes if you can pinpoint why the
 micromanagement is happening you might find better solutions having a frank and
 honest conversation is one of the best",112.47,144.54
4Jl6zk4csA8,1:15,1:25,"acknowledging, relating ""I can totally understand"", and reassuring",,DT,F,1:55-2:23,TRUE,empathetic,,x,DT,,x,AL,,x,EL,,,"those with higher titles just ignore me
 because I'm not at their level not to worry I can totally understand that if
 you're someone who's at a lower level in your organization that you can feel that
 maybe the people above you don't really respect you but I'm going to teach you
 four key tips on how to gain respect",71.39,88.1
4Jl6zk4csA8,2:24,2:34,"providing advice, proposing potential solution",4,DT,F,0:00-0:18,TRUE,empathetic,not sure,x,DT,,x,AL,,x,AJ,,,"number two don't bow down see yourself
 as an equal what I'm saying here is give yourself approval before you seek others
 approval I've mentioned this before about the concept of not being overly
 nice just be because your job title or rank is lower
 than others in your work doesn't mean that you have to compensate by being
 overly nice to them and acting like you're less than them if you feel that
 way about yourself that's how others are going to feel
 about you too you need to own your work and own who you are and approach any
 colleague or co-worker whether above or below you the same you're going to
 approach anyone I - I with a deep level of inner self confidence and know and
 own the belief that you are important",143.99,194.45
4Jl6zk4csA8,2:34,2:51,"providing advice, proposing potential solution",4,DT,F,0:43-0:58,TRUE,empathetic,not sure,x,DT,,x,AL,,x,AJ,,,"number two don't bow down see yourself
 as an equal what I'm saying here is give yourself approval before you seek others
 approval I've mentioned this before about the concept of not being overly
 nice just be because your job title or rank is lower
 than others in your work doesn't mean that you have to compensate by being
 overly nice to them and acting like you're less than them if you feel that
 way about yourself that's how others are going to feel
 about you too you need to own your work and own who you are and approach any
 colleague or co-worker whether above or below you the same you're going to
 approach anyone I - I with a deep level of inner self confidence and know and
 own the belief that you are important",143.99,194.45
4Jl6zk4csA8,2:51,3:14,"providing advice, proposing potential solution",4,DT,F,0:58-1:14,TRUE,empathetic,not sure,x,DT,,x,AL,,x,AJ,,,"number two don't bow down see yourself
 as an equal what I'm saying here is give yourself approval before you seek others
 approval I've mentioned this before about the concept of not being overly
 nice just be because your job title or rank is lower
 than others in your work doesn't mean that you have to compensate by being
 overly nice to them and acting like you're less than them if you feel that
 way about yourself that's how others are going to feel
 about you too you need to own your work and own who you are and approach any
 colleague or co-worker whether above or below you the same you're going to
 approach anyone I - I with a deep level of inner self confidence and know and
 own the belief that you are important",143.99,194.45
w_MnonyOAxE,0:43,1:08,"establishing connection, asking questions about experience","1,2",DT,M,6:48-6:57,TRUE,empathetic,x,x,DT,,x,AL,x,x,AJ,,,a little bit about that i would love to know on a personal level what your life has felt like since you left the white house because i remember and i mean i was one of the fans maybe because you know i've also had hair journeys i remember everyone just being like wow michelle the afro and the hair's coming and everyone's just like she's just she's got a different swag about her was there a weight that's lifted from your shoulders when leaving the white house as first lady,41.68,71.04
w_MnonyOAxE,3:11,3:14,"""I can imagine"", affirming, relating",3,DT,M,6:57-7:15,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,overlapping speakers,in my own skin i can imagine so so yeah yeah it was you know i mean,190.879,200.319
w_MnonyOAxE,3:29,3:32,"Reframing, analyzing her experience",3,DT,M,7:15-7:32,TRUE,empathetic,x,x,DT,,x,AL,x,x,AJ,,,20 people it almost feels like you were living a sort of quarantined life before,207.68,212.799
w_MnonyOAxE,8:03,8:10,Asking questions for deeper understanding,2,DT,M,6:48-7:32,TRUE,empathetic,?,?,DT,,x,AL,,x,AJ,,,of eating healthy please just talk me through why you thought you know what this is the avenue that i'm gonna take to further this message for what i'm passionate about the,481.68,492.96
w_MnonyOAxE,11:40,11:42,"""That's how we all grew up"", finding commonality",3,DT,F,6:48-7:32,TRUE,empathetic,,,DT,,,AL,x,x,EL,,,cook a pot of greens i mean that's how we all,699.76,704.48
psN1DORYYV0,4:18,4:46,asking questions and acknowledging,"2,3",DT,F,16:27-16:41,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,"when you're thinking about doing
 or saying something vulnerable think, ""God, vulnerability is weakness."" How many of you think of vulnerability
 and weakness synonymously? The majority of people. Now let me ask you this question: This past week at TED, how many of you,
 when you saw vulnerability up here, thought it was pure courage? Vulnerability is not weakness. I define vulnerability as emotional risk,",257,288.21
psN1DORYYV0,19:24,19:34,"proposing solution, insights",4,DT,F,18:28-18:58,TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,"If we're going to find our way
 back to each other, vulnerability is going to be that path. And I know it's seductive
 to stand outside the arena, because I think I did it my whole life,",1163.008,1175.799
Tl9KT9RwiGc,2:45,2:48,paraphrase in form of question,3,TC,F,7:10-7:23,TRUE,empathetic,,x,DT,,x,AL,,x,EL,,,that it's different so you felt bullied on an international level look i think the i think the volume of,163.599,174.56
Tl9KT9RwiGc,3:48,4:05,asking questions and paraphrasing,"2,3",TC,F,"5:01-5:15,5:15-5:36,5:36-5:44",TRUE,empathetic,x,x,DT,x,x,AL,x,x,EL,,,not true and that didn't happen for us you mentioned earlier harry that you were hurt by the fact that there's been no acknowledgement on the part of your family that this was different because of race do you think there ever will be and would that make a difference to you,225.68,246.879
u9h-ysSUDqc,0:35,0:45,rejecting proposed solutions,,TC,F,,TRUE,anti-empathetic,,,DT,,,AL,,,EL,,,diary you you annie are giving me ideas creative ideas why why are you why are you being so,34.96,49.28
