videoID,start,end,Category,classification-llm-output,match
TUBWf9SgyD0,1:57,2:03,empathetic,neutral,near-miss
TUBWf9SgyD0,2:38,3:09,empathetic,empathetic,hit
TUBWf9SgyD0,3:54,3:58,empathetic,empathetic,hit
Tl9KT9RwiGc,2:45,2:48,empathetic,neutral,near-miss
Tl9KT9RwiGc,3:48,4:05,empathetic,empathetic,hit
U91AUYttTyc,0:49,0:53,empathetic,neutral,near-miss
U91AUYttTyc,0:54,0:56,empathetic,neutral,near-miss
U91AUYttTyc,0:56,0:59,empathetic,neutral,near-miss
USWXF1XW2zo,0:28,0:35,empathetic,empathetic,hit
USWXF1XW2zo,0:36,0:42,empathetic,neutral,near-miss
USWXF1XW2zo,2:41,2:51,empathetic,empathetic,hit
UbBcavubChE,0:09,0:10,,NO_RESPONSE,miss
UbBcavubChE,0:16,0:19,,neutral,miss
UbBcavubChE,0:35,0:38,,neutral,miss
UbBcavubChE,0:46,0:48,,neutral,miss
UgDGSOvfxHs,10:46,11:17,empathetic,empathetic,hit
UgDGSOvfxHs,12:45,12:47,empathetic,NO_RESPONSE,miss
UgDGSOvfxHs,12:55,13:02,empathetic,empathetic,hit
UgDGSOvfxHs,13:04,13:20,empathetic,empathetic,hit
UgDGSOvfxHs,13:21,13:36,empathetic,empathetic,hit
UgDGSOvfxHs,2:11,2:14,empathetic,NO_RESPONSE,miss
UgDGSOvfxHs,21:18,21:35,empathetic,empathetic,hit
UgDGSOvfxHs,3:38,3:59,empathetic,empathetic,hit
UgDGSOvfxHs,4:31,4:34,empathetic,neutral,near-miss
UgDGSOvfxHs,4:54,4:59,empathetic,NO_RESPONSE,miss
UgDGSOvfxHs,6:45,6:59,empathetic,empathetic,hit
UgDGSOvfxHs,8:16,8:25,empathetic,empathetic,hit
UgDGSOvfxHs,8:45,9:02,empathetic,neutral,near-miss
VG-jTLO7Uqk,3:40,3:58,empathetic,empathetic,hit
VQ440xOiyho,0:36,0:37,anti-empathetic,neutral,near-miss
VQ440xOiyho,0:42,0:48,anti-empathetic,empathetic,near-miss
VQ440xOiyho,1:50,1:54,anti-empathetic,neutral,near-miss
VQ440xOiyho,1:56,2:00,anti-empathetic,neutral,near-miss
VQ440xOiyho,2:01,2:03,anti-empathetic,neutral,near-miss
VXDTmAYsFxQ,1:42,1:59,empathetic,empathetic,hit
VXDTmAYsFxQ,15:55,16:11,empathetic,empathetic,hit
VXDTmAYsFxQ,8:53,9:09,empathetic,empathetic,hit
VXDTmAYsFxQ,9:30,9:41,empathetic,empathetic,hit
Vc-ytfaIn90,2:02,2:03,anti-empathetic,NO_RESPONSE,miss
Vc-ytfaIn90,2:05,2:13,anti-empathetic,anti-empathetic,hit
VhDFNaF0w6c,0:58,1:03,anti-empathetic,empathetic,near-miss
VhDFNaF0w6c,1:07,1:24,anti-empathetic,empathetic,near-miss
VhDFNaF0w6c,1:24,1:43,anti-empathetic,empathetic,near-miss
VhDFNaF0w6c,1:43,1:57,anti-empathetic,neutral,near-miss
VkRg0tIKyKo,0:00,0:03,empathetic,neutral,near-miss
VkRg0tIKyKo,0:45,0:49,empathetic,neutral,near-miss
W1RY_72O_LQ,0:01,0:15,anti-empathetic,empathetic,near-miss
W1RY_72O_LQ,0:23,0:30,anti-empathetic,empathetic,near-miss
W1RY_72O_LQ,1:08,1:15,anti-empathetic,empathetic,near-miss
W1RY_72O_LQ,2:23,2:28,anti-empathetic,neutral,near-miss
W3hMmZQAdhw,0:41,0:45,empathetic,neutral,near-miss
W3hMmZQAdhw,1:29,1:36,empathetic,empathetic,hit
W3hMmZQAdhw,1:46,2:00,empathetic,empathetic,hit
W3hMmZQAdhw,3:15,3:45,empathetic,empathetic,hit
W3hMmZQAdhw,5:59,6:02,empathetic,neutral,near-miss
WCxzFDVSKDc,2:34,2:49,empathetic,neutral,near-miss
WCxzFDVSKDc,3:47,3:50,empathetic,NO_RESPONSE,miss
WCxzFDVSKDc,4:34,4:38,empathetic,neutral,near-miss
WKNjqc1uhqc,3:49,4:04,,empathetic,miss
WKNjqc1uhqc,4:35,4:37,empathetic,NO_RESPONSE,miss
WW37omJuffU,1:00,1:11,empathetic,empathetic,hit
WW37omJuffU,1:48,1:54,empathetic,empathetic,hit
X3-hUqGVBow,0:04,0:16,empathetic,empathetic,hit
X3-hUqGVBow,0:19,0:38,empathetic,empathetic,hit
X3-hUqGVBow,1:00,1:09,empathetic,empathetic,hit
X3-hUqGVBow,1:09,1:18,empathetic,empathetic,hit
X3-hUqGVBow,1:18,1:23,empathetic,neutral,near-miss
X3-hUqGVBow,1:23,1:29,empathetic,neutral,near-miss
X3-hUqGVBow,1:29,1:36,empathetic,empathetic,hit
X3-hUqGVBow,1:45,1:49,empathetic,neutral,near-miss
X3-hUqGVBow,1:58,2:21,empathetic,neutral,near-miss
X3-hUqGVBow,3:28,3:30,empathetic,NO_RESPONSE,miss
X3-hUqGVBow,3:39,3:54,empathetic,empathetic,hit
XPJ-2SrAzo8,0:47,0:49,empathetic,NO_RESPONSE,miss
XPJ-2SrAzo8,2:59,3:02,empathetic,neutral,near-miss
XRIjAXVIIhY,0:41,0:45,empathetic,neutral,near-miss
XRIjAXVIIhY,11:33,11:40,empathetic,anti-empathetic,near-miss
XRIjAXVIIhY,17:51,18:16,empathetic,empathetic,hit
XRIjAXVIIhY,3:45,3:47,empathetic,NO_RESPONSE,miss
XRIjAXVIIhY,6:12,6:19,empathetic,neutral,near-miss
XRIjAXVIIhY,6:59,7:03,empathetic,neutral,near-miss
XRIjAXVIIhY,7:49,8:04,empathetic,neutral,near-miss
XoZ_ajEXXGY,1:37,1:43,anti-empathetic,NO_RESPONSE,miss
XoZ_ajEXXGY,4:24,4:28,anti-empathetic,NO_RESPONSE,miss
YODpttjfh2w,0:43,0:51,empathetic,neutral,near-miss
YODpttjfh2w,0:54,1:05,empathetic,empathetic,hit
YODpttjfh2w,1:57,2:21,empathetic,empathetic,hit
ZEPEdd7dvdc,0:56,1:00,empathetic,neutral,near-miss
ZEPEdd7dvdc,1:21,1:27,empathetic,neutral,near-miss
ZNnk9L2LSZI,0:12,0:25,empathetic,neutral,near-miss
ZNnk9L2LSZI,1:40,2:10,empathetic,empathetic,hit
ZNnk9L2LSZI,2:11,2:26,empathetic,empathetic,hit
ZQht2yOX9Js,1:51,1:53,empathetic,neutral,near-miss
ZQht2yOX9Js,1:57,2:15,empathetic,empathetic,hit
ZQht2yOX9Js,2:18,2:23,empathetic,empathetic,hit
ZQht2yOX9Js,2:45,2:47,empathetic,empathetic,hit
ZQht2yOX9Js,2:57,2:58,empathetic,neutral,near-miss
ZQht2yOX9Js,3:07,3:08,empathetic,NO_RESPONSE,miss
ZeNva9LPkXU,0:00,0:04,empathetic,neutral,near-miss
ZeNva9LPkXU,1:41,1:44,empathetic,neutral,near-miss
ZeNva9LPkXU,2:49,2:52,empathetic,neutral,near-miss
ZeNva9LPkXU,2:57,2:59,empathetic,NO_RESPONSE,miss
ZeNva9LPkXU,3:20,3:22,empathetic,neutral,near-miss
ZqJJzeo_t5Q,11:39,11:41,empathetic,NO_RESPONSE,miss
ZqJJzeo_t5Q,11:56,12:12,empathetic,empathetic,hit
ZqJJzeo_t5Q,13:48,13:51,empathetic,neutral,near-miss
